,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship
1055,0,5166,5688,632,2009,34,GD Watson,44,Doctor of Philosophy,Male,1,1055,Asia,R87,Industrial and Systems Enginee,11432.29,Industrial and Systems Eng PhD,0,24308.29,12876,1,-2.447003193,5.394218435,-1.093447153,4,4,3.65,0,0,0,0,0,0,-0.18,3,3.88,3.4,GD Non-Harpur,Asia
1056,4968,4968,5166,5166,2009,25,GD Watson,35,Doctor of Philosophy,Male,1,1056,Asia,R98,Mechanical Engineering,10338.74,Mechanical Engineering PhD,0,43372.74,33034,1,-2.158952337,4.724272292,-1.361920961,3.85,4,4,4,3.65,0,0,0,0,-0.04,5,3.9,3.8,GD Non-Harpur,Asia
1057,0,0,0,2092.5,2009,47,GD Nursing,57,Doctor of Philosophy,Female,1,1057,White,D99,Nursing,25892.55,Nursing PhD,0,38153.05,12260.5,1,-0.177434323,0.231263993,0.613717688,3.35,3.85,1.7,3.7,3.83,4,4,4,0,0.15,8,3.55,7,GD Non-Harpur,White
1058,9775,9775,0,0,2011,23,GD Nursing,31,Doctor of Nursing Practice,Female,1,1058,Asian,D70,Family Nurse Practitioner,2869,Nursing DNP,0,22419,19550,1,-0.101737113,0.132601915,0.35189283,3.23,3.47,3.74,3.61,4,3.9,0,0,0,0.14,6,3.66,2.4,GD Non-Harpur,White
1059,0,0,0,0,2011,32.7,GD Education,41,Doctor of Education,Female,0,1059,White,E99,Educational Theory and Practic,22488.75,Education EDD,0,22488.75,0,1,-0.099606657,0.738490906,-0.788358302,4,4,4,3.7,4,4,0,0,1,-0.01,6,3.95,6.7,GD Non-Harpur,White
1060,0,0,0,0,2010,54,GD Harpur,63,Doctor of Philosophy,Male,0,1060,White,C52,Sociology,94869.55,Harpur Doctor of Philosophy,Bachelors Prepared,94869.55,0,1,1.512440185,-2.80021849,0.004657198,3.67,3.77,3.77,0,0,0,0,0,0,0.05,3,3.73,8,GD Harpur,White
1061,5166,5166,3330,3330,2010,27,GD Harpur,36,Doctor of Philosophy,Female,1,1061,White,C23,English,3061.92,Harpur Doctor of Philosophy,Bachelors Prepared,21244.92,18183,1,1.14747108,-2.330174233,0.758184842,3.85,4,4,4,0,0,0,0,0,0.04,4,3.96,3,GD Harpur,White
1062,4185,4185,4435,4435,2010,22,GD Harpur,31,Doctor of Philosophy,Male,1,1062,White,C22,Economics,19775.03,Harpur Doctor of Philosophy,Bachelors Prepared,45721.03,25946,1,-0.38101689,0.870038829,-1.049089776,3.2,3.33,3.33,3.47,4,4,0,0,0,0.18,6,3.56,4.4,GD Harpur,White
1063,6890,6890,5688,5688,2010,22,GD Harpur,31,Doctor of Philosophy,Female,1,1063,China,C34,Mathematics,16281.86,Harpur Doctor of Philosophy,Bachelors Prepared,67717.86,51436,1,-0.424621929,0.761904008,-1.052351652,4,3.9,4,4,4,4,4,4,0,0.01,8,3.99,4.4,GD Harpur,China
1064,0,5688,5688,6255,2010,22,GD Harpur,31,Doctor of Philosophy,Female,1,1064,China,C34,Mathematics,22561.53,Harpur Doctor of Philosophy,Masters Prepared,61899.53,39338,1,-1.307905427,2.265445084,0.951988954,3.9,3.9,4,4,4,4,4,4,0,0.01,8,3.98,5,GD Harpur,China
1065,0,0,0,0,2010,29.3,GD Harpur,39,Doctor of Philosophy,Male,0,1065,Asia,C60,Translation Studies,61777.05,Harpur Doctor of Philosophy,Masters Prepared,61777.05,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.13,3.67,3.7,0,0,0,0,0,1,0.28,3,3.5,2.6,GD Harpur,Asia
1066,5688,6255,6255,6885,2010,22.3,GD Grad School,32,Doctor of Philosophy,Male,1,1066,India,H22,Material Sci and Eng-Engineerg,11571.89,Graduate School PhD,0,42801.89,31230,1,-1.883337725,3.924396735,-1.192560111,3.18,3,3.65,3.57,2.9,3.3,0,0,1,0.01,6,3.27,7,GD Non-Harpur,White
1067,6625,4185,4185,3490,2009,24,GD Management,34,Doctor of Philosophy,Male,1,1067,Asian,B99,Management PHD,4541.43,Management PhD,0,24546.43,20005,1,0.021621302,-0.02818073,-0.074784717,3.3,3.58,3.5,3.5,0,0,0,0,0,0.05,4,3.47,4.8,GD Non-Harpur,White
1068,6890,6890,3330,3330,2010,25,GD Harpur,34,Doctor of Philosophy,Female,1,1068,White,C29,History,9917.59,Harpur Doctor of Philosophy,Masters Prepared,33276.59,23359,1,0.921010521,-1.477612761,0.158171012,3.67,3.9,0,0,0,0,0,0,0,0.23,2,3.78,5.4,GD Harpur,White
1069,3510,3510,3699,411,2012,24,GD Grad School,31,Doctor of Philosophy,Male,1,1069,White,H21,Materials Science and Engineer,2819.15,Graduate School PhD,0,14813.15,11994,1,0.098445518,-0.284382579,0.18063189,3.85,3.6,0,0,0,0,0,0,0,-0.25,2,3.73,2.4,GD Non-Harpur,White
1070,0,6885,3699,3456,2013,37.3,GD Harpur,44,Doctor of Philosophy,Male,1,1070,White,C23,English,40854.51,Harpur Doctor of Philosophy,Masters Prepared,57138.51,16284,1,-0.0405774,-0.298037345,-1.029742733,4,4,4,4,0,0,0,0,0,0,4,4,4,GD Harpur,White
1071,3141,3141,3330,3330,2010,27,GD Harpur,36,Doctor of Philosophy,Female,1,1071,White,C23,English,77818.49,Harpur Doctor of Philosophy,Masters Prepared,98602.49,20784,1,1.030348507,-2.092581042,0.644370521,4,4,3.7,4,0,0,0,0,0,-0.03,4,3.92,6.4,GD Harpur,White
1072,8340,8340,6885,6885,2012,23,GD Harpur,30,Doctor of Philosophy,Female,1,1072,Asian,C13,Biological Sciences,7206.26,Harpur Doctor of Philosophy,Bachelors Prepared,39879.26,32673,1,0.050436579,-0.416799827,-1.312959274,4,3.89,3.93,4,0,0,0,0,0,0,4,3.95,4,GD Harpur,White
1073,5166,5688,5688,1390,2010,24,GD Watson,33,Doctor of Philosophy,Male,1,1073,China,R92,Computer Science,8830.75,Computer Science PhD,0,28222.75,19392,1,-1.254807672,2.540451285,-1.183780146,4,3.8,4,0,0,0,0,0,0,0,3,3.93,3.8,GD Non-Harpur,China
1074,6890,6890,4435,3330,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,1074,White,C47,Clinical Psychology,34931.71,Harpur Doctor of Philosophy,Bachelors Prepared,71758.71,36827,1,0.390561436,-0.615517182,0.30091289,3.61,3.75,4,3.83,4,4,4,4,0,0.05,8,3.9,5.8,GD Harpur,White
1075,4185,4185,3330,3330,2010,22,GD Harpur,31,Doctor of Philosophy,Female,1,1075,White,C45,Behavioral Neuroscience,6686.29,Harpur Doctor of Philosophy,Bachelors Prepared,38357.29,31671,1,0.320694831,-0.495611183,-0.961707804,3.87,4,3.8,3.35,3.7,4,0,0,0,-0.02,6,3.79,6,GD Harpur,White
1076,5166,4592,3330,3330,2010,25,GD Harpur,34,Doctor of Philosophy,Female,1,1076,White,C23,English,27772.78,Harpur Doctor of Philosophy,Masters Prepared,48912.78,21140,1,1.443863962,-2.36960352,1.567708795,4,4,4,4,0,0,0,0,0,0,4,4,3.4,GD Harpur,White
1077,3510,3510,3699,3699,2010,22,GD Harpur,31,Doctor of Philosophy,Female,1,1077,White,C23,English,4996.09,Harpur Doctor of Philosophy,Masters Prepared,19846.09,14850,1,0.072086108,-0.093955448,-0.249334622,4,3.9,4,4,4,4,4,4,0,0.01,8,3.99,5.4,GD Harpur,White
1078,6890,6890,3330,3330,2010,28,GD Harpur,37,Doctor of Philosophy,Male,1,1078,White,C37,Philosophy SPEL,8097.89,Harpur Doctor of Philosophy,Masters Prepared,40984.89,32887,1,0.047975087,-0.302893026,-0.110707596,4,4,4,4,4,4,0,0,0,0,6,4,6.4,GD Harpur,White
1079,0,0,0,0,2010,34.3,GD Harpur,44,Doctor of Philosophy,Male,0,1079,White,C13,Biological Sciences,34317.9,Harpur Doctor of Philosophy,Masters Prepared,34317.9,0,1,0.025359436,-0.033052931,-0.087714339,3.59,3.7,3.85,4,4,0,0,0,0,0.11,5,3.83,3.3,GD Harpur,White
1080,4185,3330,370,390,2010,26,GD Grad School,35,Doctor of Philosophy,Male,1,1080,White,H21,Materials Science and Engineer,95812.84,Graduate School PhD,0,107975.84,12163,1,0.34490938,-0.886598344,1.13547832,3.91,4,0,0,0,0,0,0,0,0.09,2,3.96,7,GD Non-Harpur,White
1081,5166,5166,5688,5688,2010,28,GD Watson,37,Doctor of Philosophy,Female,1,1081,Asia,R87,Industrial and Systems Enginee,9993.23,Industrial and Systems Eng PhD,0,34621.23,24628,1,-2.245572984,4.689646785,-1.383436784,4,3.9,3.8,0,0,0,0,0,0,-0.1,3,3.9,4,GD Non-Harpur,Asia
1082,925,925,0,0,2013,22,GD Watson,28,Doctor of Philosophy,Male,1,1082,Asia,R92,Computer Science,12927.9,Computer Science PhD,0,14777.9,1850,1,0.044050105,-0.057413938,-0.152362452,3.67,3.9,3.65,3.7,0,0,0,0,0,-0.02,4,3.73,4.8,GD Non-Harpur,Asia
1083,5166,5166,5688,5688,2010,25,GD Watson,34,Doctor of Philosophy,Female,1,1083,China,R96,Electrical Engineering,18895.86,Electrical Engineering PhD,0,57410.86,38515,1,-0.785049146,1.534905766,-0.617058403,4,3.9,3.65,3.9,4,4,0,0,0,0.02,6,3.91,6.4,GD Non-Harpur,China
1084,6890,6890,7580,7580,2010,21,GD Harpur,30,Doctor of Philosophy,Female,1,1084,China,C22,Economics,11552.68,Harpur Doctor of Philosophy,Bachelors Prepared,56214.68,44662,1,-0.593493729,1.11739236,-0.510661766,3.2,3.33,3.67,3.7,4,4,0,0,0,0.17,6,3.65,4.4,GD Harpur,China
1085,4185,4185,3330,3330,2010,28,GD Harpur,37,Doctor of Philosophy,Female,1,1085,White,C13,Biological Sciences,3762.28,Harpur Doctor of Philosophy,Bachelors Prepared,20743.28,16981,1,-0.005616745,0.442493787,-0.853341425,3.89,3.81,4,0,0,0,0,0,0,0.05,3,3.9,3.8,GD Harpur,White
1086,5166,5166,3330,3330,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,1086,White,C23,English,4437.82,Harpur Doctor of Philosophy,Masters Prepared,23031.82,18594,1,1.900789818,-3.563429386,0.15639548,4,4,4,4,0,0,0,0,0,0,4,4,3.4,GD Harpur,White
1087,6890,6890,3330,4435,2010,26,GD Harpur,35,Doctor of Philosophy,Male,1,1087,White,C47,Clinical Psychology,46326.33,Harpur Doctor of Philosophy,Masters Prepared,79865.33,33539,1,0.725784778,-1.544375304,0.441737502,4,3.67,4,3.9,4,3.91,4,0,1,0.02,7,3.93,7,GD Harpur,White
1088,0,5166,5688,5688,2010,36.3,GD Watson,46,Doctor of Philosophy,Male,1,1088,Asia,R87,Industrial and Systems Enginee,14168.39,Industrial and Systems Eng PhD,0,30710.39,16542,1,-2.245788087,4.905144379,-1.08277531,4,3.8,3.3,0,0,0,0,0,0,-0.35,3,3.7,3.6,GD Non-Harpur,Asia
1089,3699,0,0,432,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,1089,White,C01,Anthropology,53951.81,Harpur Doctor of Philosophy,Masters Prepared,58535.81,4584,1,0.361411303,-0.541447488,0.45292582,3.9,3.9,3.97,4,3.87,3.56,0,0,0,-0.05,6,3.86,7.4,GD Harpur,White
1090,5185,5185,4077,453,2014,22,GD Harpur,27,Doctor of Philosophy,Male,1,1090,White,C15,Chemistry,6319.32,Harpur Doctor of Philosophy,Bachelors Prepared,23493.32,17174,1,-0.358656704,-0.001196677,-0.103860925,3.85,3.14,3.7,0,0,0,0,0,0,-0.08,3,3.56,4.4,GD Harpur,White
1091,6890,6890,3330,3330,2010,22,GD Harpur,31,Doctor of Philosophy,Female,1,1091,White,C37,Philosophy SPEL,32862.33,Harpur Doctor of Philosophy,Bachelors Prepared,65296.33,32434,1,0.736178302,-1.80698537,0.116473297,3.91,4,4,4,3.87,4,0,0,0,0,6,3.96,5.4,GD Harpur,White
1092,432,432,0,0,2010,31,GD Harpur,40,Doctor of Philosophy,Male,1,1092,White,C26,Geology,2096.31,Harpur Doctor of Philosophy,Bachelors Prepared,2960.31,864,1,-0.264345934,0.344542675,0.914331414,4,3.77,3.3,3.7,0,0,0,0,1,-0.14,4,3.69,5.8,GD Harpur,White
1093,6890,6890,4435,3330,2010,26,GD Harpur,35,Doctor of Philosophy,Female,1,1093,Unknown,C47,Clinical Psychology,8310.44,Harpur Doctor of Philosophy,Bachelors Prepared,45917.44,37607,1,1.485957177,-3.317993347,0.618311534,3.83,3.83,3.78,3.63,4,3.87,4,4,0,0.03,8,3.87,5.8,GD Harpur,White
1094,6890,6890,5688,5688,2010,23,GD Watson,32,Doctor of Philosophy,Female,1,1094,China,R91,Biomedical Engineering,12410.8,Bioengineering PhD,0,46394.3,33983.5,1,-0.531769617,0.820881776,-0.369920553,3.79,3.93,4,3.83,0,0,0,0,0,0.02,4,3.89,4,GD Non-Harpur,China
1095,6890,6890,5688,5688,2010,21,GD Watson,30,Doctor of Philosophy,Female,1,1095,China,R98,Mechanical Engineering,20345.03,Mechanical Engineering PhD,0,58011.03,37666,1,-1.001912826,1.917713125,-0.614712012,4,3.88,3.3,3.2,0,0,0,0,0,-0.3,4,3.6,5.4,GD Non-Harpur,China
1096,5185,5185,453,453,2014,23,GD Harpur,28,Doctor of Philosophy,Male,1,1096,Europe,C49,Physics,2872.51,Harpur Doctor of Philosophy,Bachelors Prepared,16422.51,13550,1,0.981557113,-0.164582359,-2.267347396,3.9,4,0,0,0,0,0,0,0,0.1,2,3.95,4,GD Harpur,White
1097,8340,765,765,841,2010,23,GD Watson,32,Doctor of Philosophy,Female,1,1097,India,R96,Electrical Engineering,7017.49,Electrical Engineering PhD,0,18569.49,11552,1,-1.258513204,2.627343579,-0.766844445,3.58,3.85,4,4,4,0,0,0,0,0.1,5,3.89,5,GD Non-Harpur,White
1098,6890,6890,5688,5688,2010,22,GD Harpur,31,Doctor of Philosophy,Male,1,1098,China,C15,Chemistry,10766.22,Harpur Doctor of Philosophy,Bachelors Prepared,46084.22,35318,1,-0.490082529,0.861594218,-0.400609102,3.65,3.93,4,4,4,0,0,0,0,0.08,5,3.92,4.4,GD Harpur,China
1099,6890,6890,3330,3330,2010,27,GD Harpur,36,Doctor of Philosophy,Female,1,1099,White,C46,Cognitive Psychology,35205.74,Harpur Doctor of Philosophy,Bachelors Prepared,70927.74,35722,1,0.397475712,-0.635283077,0.629405736,3.5,3.54,4,3.9,4,4,4,0,0,0.09,7,3.85,4.4,GD Harpur,White
1100,5166,5166,5688,5688,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1100,China,C34,Mathematics,9022.58,Harpur Doctor of Philosophy,Masters Prepared,39210.58,30188,1,-1.529410175,3.002130481,-0.203991377,4,4,4,4,4,0,0,0,0,0,5,4,3.4,GD Harpur,China
1101,6890,6890,5688,5688,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1101,China,C15,Chemistry,12639.13,Harpur Doctor of Philosophy,Bachelors Prepared,43406.13,30767,1,-0.017629103,0.022977385,0.060976321,3.85,3.54,3.5,0,0,0,0,0,0,-0.18,3,3.63,5.4,GD Harpur,China
1102,6890,6890,7580,7580,2010,22,GD Watson,31,Doctor of Philosophy,Male,1,1102,China,R96,Electrical Engineering,20263.93,Electrical Engineering PhD,0,66775.93,46512,1,-0.069504483,-0.115083099,-0.369119675,4,4,4,4,3.83,4,4,0,0,-0.01,7,3.98,6,GD Non-Harpur,China
1103,6890,6890,3700,3330,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1103,White,C15,Chemistry,13503.93,Harpur Doctor of Philosophy,Bachelors Prepared,39077.93,25574,1,-0.690849781,1.327733094,0.946139274,4,3.88,3.65,0,0,0,0,0,0,-0.18,3,3.84,4.4,GD Harpur,White
1104,0,0,0,0,2012,37,GD Harpur,44,Doctor of Philosophy,Male,0,1104,White,C23,English,13547.65,Harpur Doctor of Philosophy,Masters Prepared,13547.65,0,1,1.877456659,-0.375125372,-5.450007896,4,4,4,0,0,0,0,0,1,0,3,4,3.4,GD Harpur,White
1105,0,765,841,841,2010,22,GD Watson,31,Doctor of Philosophy,Male,1,1105,China,R98,Mechanical Engineering,60403.32,Mechanical Engineering PhD,0,63775.32,3372,1,-1.430212744,2.930422742,-1.200729186,3.43,4,3.85,3.85,3.77,4,0,0,1,0.06,6,3.82,8.8,GD Non-Harpur,China
1106,5688,5688,695,695,2011,24,GD Watson,32,Doctor of Philosophy,Male,1,1106,China,R98,Mechanical Engineering,10055.04,Mechanical Engineering PhD,0,26033.04,15978,1,0.091882588,-0.486783801,-0.30368455,3.15,3.7,0,0,0,0,0,0,0,0.55,2,3.42,4,GD Non-Harpur,China
1107,6890,6890,3330,3330,2010,23,GD Harpur,32,Doctor of Philosophy,Female,1,1107,White,C47,Clinical Psychology,29262.9,Harpur Doctor of Philosophy,Bachelors Prepared,65764.9,36502,1,1.876047292,-3.896996122,0.213298171,3.95,3.91,4,4,3.83,4,4,4,0,0.01,8,3.96,5.8,GD Harpur,White
1108,5166,5166,5688,5688,2010,31,GD Watson,40,Doctor of Philosophy,Male,1,1108,White,R92,Computer Science,32541.23,Computer Science PhD,0,57169.23,24628,1,0.1879192,-0.1042637,-0.794902874,3.67,3.77,4,4,0,0,0,0,0,0.12,4,3.86,5.4,GD Non-Harpur,White
1109,5166,6890,5688,632,2010,27,GD Grad School,36,Doctor of Philosophy,Male,1,1109,China,H21,Materials Science and Engineer,9314.14,Graduate School PhD,0,30610.14,21296,1,-0.270491109,0.407539302,-0.391184635,4,4,4,0,0,0,0,0,0,0,3,4,4,GD Non-Harpur,China
1110,4185,4185,3330,3330,2010,26,GD Harpur,35,Doctor of Philosophy,Male,1,1110,White,C29,History,21616.64,Harpur Doctor of Philosophy,Masters Prepared,39112.64,17496,1,1.087856656,-2.082597693,-0.073464271,4,4,0,0,0,0,0,0,0,0,2,4,6.8,GD Harpur,White
1111,6890,6890,7580,5688,2010,27,GD Harpur,36,Doctor of Philosophy,Male,1,1111,Asia,C52,Sociology,16834.75,Harpur Doctor of Philosophy,Bachelors Prepared,51819.75,34985,1,-0.714167115,1.300643178,-0.674507815,4,3.9,3.9,0,0,0,0,0,0,-0.05,3,3.93,6,GD Harpur,Asia
1112,0,0,5688,5688,2010,31,GD Harpur,40,Doctor of Philosophy,Female,1,1112,Asia,C38,Philosophy Interpretation and,32072.82,Harpur Doctor of Philosophy,Bachelors Prepared,51750.82,19678,1,0.394818618,-1.111512084,-0.052486776,3.77,4,4,4,0,0,0,0,0,0.07,4,3.94,7.4,GD Harpur,Asia
1113,0,0,3330,3330,2010,27,GD Harpur,36,Doctor of Philosophy,Male,1,1113,White,C38,Philosophy Interpretation and,116278.95,Harpur Doctor of Philosophy,Bachelors Prepared,125614.95,9336,1,0.617473878,-1.405978085,-0.615517516,4,3.67,4,4,4,0,0,0,0,0.03,5,3.93,8.4,GD Harpur,White
1114,0,0,0,0,2010,26,GD Harpur,35,Doctor of Philosophy,Female,1,1114,China,C22,Economics,42084.09,Harpur Doctor of Philosophy,Masters Prepared,57806.09,15722,1,-0.79486065,1.486493529,-0.707225378,3.2,3.8,3.67,3.67,3.73,3.85,0,0,0,0.09,6,3.65,5,GD Harpur,China
1115,6890,6890,5688,5688,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,1115,Europe,C15,Chemistry,15324.86,Harpur Doctor of Philosophy,Bachelors Prepared,54342.86,39018,1,-2.000070633,4.090914143,-0.363474636,3.7,3.32,2.85,4,4,4,0,0,0,0.13,6,3.64,6.4,GD Harpur,White
1116,5166,5166,5688,5688,2010,23,GD Watson,32,Doctor of Philosophy,Male,1,1116,Unknown,R92,Computer Science,14471.29,Computer Science PhD,0,44811.29,30340,1,-2.527114708,5.269046483,-1.541595895,3.8,3.23,4,0,0,0,0,0,0,0.1,3,3.68,4.8,GD Non-Harpur,White
1117,5166,5166,3330,3330,2010,32,GD Harpur,41,Doctor of Philosophy,Male,1,1117,Hispanic or Latino,C23,English,69861.77,Harpur Doctor of Philosophy,Masters Prepared,94695.77,24834,1,1.953520783,-4.117601212,1.129008107,4,3.65,4,4,0,0,0,0,0,0.04,4,3.91,5.4,GD Harpur,White
1118,6890,6890,7580,5688,2010,33,GD Harpur,42,Doctor of Philosophy,Female,1,1118,Asia,C52,Sociology,30085.09,Harpur Doctor of Philosophy,Bachelors Prepared,71493.09,41408,1,-1.199836417,2.753942388,-1.033415369,3.9,3.9,3.67,0,0,0,0,0,0,-0.12,3,3.82,8.4,GD Harpur,Asia
1119,4185,4185,3330,3330,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1119,White,C29,History,3219.62,Harpur Doctor of Philosophy,Bachelors Prepared,19851.62,16632,1,0.568009613,-1.331399179,0.187995331,3.76,4,4,0,0,0,0,0,0,0.12,3,3.92,3.4,GD Harpur,White
1120,0,0,0,0,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1120,White,C01,Anthropology,44021.32,Harpur Doctor of Philosophy,Bachelors Prepared,45833.32,1812,1,1.027211944,-1.986110994,-0.030741897,3.67,3.67,3.76,4,3.7,4,3.85,4,0,0.04,8,3.83,7.4,GD Harpur,White
1121,3141,0,3141,3330,2010,46.3,GD Watson,56,Doctor of Philosophy,Male,1,1121,White,R87,Industrial and Systems Enginee,6306.59,Industrial and Systems Eng PhD,0,16288.59,9982,1,-2.185084477,4.717994262,-1.115621991,3,3.9,4,0,0,0,0,0,0,0.5,3,3.63,2.6,GD Non-Harpur,White
1122,5688,6255,6255,765,2012,28.3,GD Watson,36,Doctor of Philosophy,Male,1,1122,Asian,R87,Industrial and Systems Enginee,7700.84,Industrial and Systems Eng PhD,0,29110.84,21410,1,-0.865223949,1.745204295,-0.578653903,3.83,3.33,3.43,0,0,0,0,0,0,-0.2,3,3.53,3,GD Non-Harpur,White
1123,7580,7580,6255,6255,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1123,China,C15,Chemistry,10642.78,Harpur Doctor of Philosophy,Masters Prepared,41684.78,31042,1,-1.07157773,1.961682796,-0.07253087,3.85,3.88,3.77,4,0,0,0,0,0,0.03,4,3.88,5,GD Harpur,China
1124,3141,3141,3330,3330,2010,28,GD Harpur,37,Doctor of Philosophy,Male,1,1124,White,C34,Mathematics,9549.89,Harpur Doctor of Philosophy,Bachelors Prepared,30333.89,20784,1,-0.048468707,0.063173046,0.167645708,4,4,3.87,3.87,4,4,0,0,0,0,6,3.96,7.4,GD Harpur,White
1125,6890,6890,3330,3330,2010,26,GD Harpur,35,Doctor of Philosophy,Female,1,1125,White,C45,Behavioral Neuroscience,7156.6,Harpur Doctor of Philosophy,Bachelors Prepared,45143.6,37987,1,0.171690473,-0.601557622,-0.227319345,3.65,3.65,3.15,3.8,3.3,3.85,0,0,0,0.02,6,3.57,7,GD Harpur,White
1126,0,6890,7580,7580,2010,28,GD Harpur,37,Doctor of Philosophy,Male,1,1126,Asia,C43,Political Science,30329.69,Harpur Doctor of Philosophy,Masters Prepared,78156.69,47827,1,-1.107409037,2.43911959,-1.373009342,3.9,4,4,3.8,4,4,0,0,0,0.01,6,3.95,5.8,GD Harpur,Asia
1127,5166,5166,5688,5688,2010,24,GD Watson,33,Doctor of Philosophy,Male,1,1127,China,R96,Electrical Engineering,11753.79,Electrical Engineering PhD,0,35616.79,23863,1,-0.734523957,1.39486812,-0.625302353,3.5,3.7,3.23,4,0,0,0,0,0,0.1,4,3.61,4,GD Non-Harpur,China
1128,6890,6890,3330,3330,2010,28,GD Harpur,37,Doctor of Philosophy,Male,1,1128,White,C01,Anthropology,22582.03,Harpur Doctor of Philosophy,Masters Prepared,55100.03,32518,1,1.219803341,-2.371128533,0.061468603,4,4,4,4,0,0,0,0,1,0,4,4,6.4,GD Harpur,White
1129,6890,6890,3330,3330,2010,28,GD Harpur,37,Doctor of Philosophy,Male,1,1129,Hispanic or Latino,C01,Anthropology,96155.64,Harpur Doctor of Philosophy,Bachelors Prepared,129495.64,33340,1,-0.071809219,0.01596996,0.395902572,3.57,3.43,3.66,4,4,4,0,0,0,0.12,6,3.78,8,GD Harpur,White
1130,0,0,0,0,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1130,China,C22,Economics,57675.23,Harpur Doctor of Philosophy,Bachelors Prepared,60046.23,2371,1,-1.076402373,2.065893227,-0.865384488,3.69,3.57,3.53,3.77,3.82,0,0,0,0,0.05,5,3.67,6.4,GD Harpur,China
1131,6890,6890,5688,632,2010,22,GD Grad School,31,Doctor of Philosophy,Female,1,1131,China,H21,Materials Science and Engineer,11247.81,Graduate School PhD,0,34267.81,23020,1,-1.480755699,3.066221511,-0.985324657,3.28,3.64,4,0,0,0,0,0,0,0.36,3,3.64,4.4,GD Non-Harpur,China
1132,6890,6890,5688,632,2010,22,GD Watson,31,Doctor of Philosophy,Female,1,1132,China,H21,Materials Science and Engineer,11247.81,Graduate School PhD,0,34267.81,23020,1,-1.480755699,3.066221511,-0.985324657,3.28,3.64,4,0,0,0,0,0,0,0.36,3,3.64,4.4,GD Non-Harpur,China
1133,6890,6890,7580,6320,2010,23,GD Watson,32,Doctor of Philosophy,Male,1,1133,China,R98,Mechanical Engineering,11632.44,Mechanical Engineering PhD,0,40702.44,29070,1,-1.346355508,2.417744204,0.06834136,3.7,3.57,3.9,3.93,0,0,0,0,0,0.1,4,3.77,3.4,GD Non-Harpur,China
1134,6890,6314,5688,5688,2010,28,GD Grad School,37,Doctor of Philosophy,Female,1,1134,China,H21,Materials Science and Engineer,10354.88,Graduate School PhD,0,38695.88,28341,1,-0.391392974,0.557241775,-0.543637566,3.67,3.92,0,0,0,0,0,0,0,0.25,2,3.79,4.4,GD Non-Harpur,China
1135,6890,6890,3330,3330,2010,24,GD Harpur,33,Doctor of Philosophy,Female,1,1135,White,C46,Cognitive Psychology,101633.59,Harpur Doctor of Philosophy,Bachelors Prepared,138261.59,36628,1,-0.314015211,0.371994009,1.077743412,3.95,3.69,3.65,4,3.8,3.9,4,0,0,0.03,7,3.86,8,GD Harpur,White
1136,0,0,3330,3330,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1136,White,C38,Philosophy Interpretation and,21872.97,Harpur Doctor of Philosophy,Bachelors Prepared,30218.97,8346,1,1.459167867,-3.219646501,0.896865028,4,3.9,3.73,0,0,0,0,0,0,-0.14,3,3.88,6.4,GD Harpur,White
1137,5166,5166,3330,3330,2010,36,GD Harpur,45,Doctor of Philosophy,Male,1,1137,Unknown,C34,Mathematics,7603.29,Harpur Doctor of Philosophy,Bachelors Prepared,35725.29,28122,1,0.490911701,-1.292111792,0.330561563,4,4,4,4,4,4,4,0,0,0,7,4,5.4,GD Harpur,White
1138,6890,6890,5688,5688,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1138,Africa,C15,Chemistry,14234.16,Harpur Doctor of Philosophy,Bachelors Prepared,53252.16,39018,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,4,3.5,3,0,0,0,0,0,-0.26,4,3.55,6.4,GD Harpur,Africa
1139,6890,6890,0,0,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1139,Europe,C22,Economics,29395.59,Harpur Doctor of Philosophy,Bachelors Prepared,55276.59,25881,1,-0.028843504,0.037593989,0.099765189,2.9,2.8,3.57,3.33,3.73,3.3,0,0,0,0.13,6,3.27,4.4,GD Harpur,White
