,1st Term Funding,2nd Term Funding,3rd Term Funding,4th Term Funding,Start age,College,Current Age,Degree,Gender,Grad Funding Indicator,ID,Citizenship,Major ID,Major,Net Cost After Any Funding,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,Gap,Slope,Valid term,Average,Academic Period (Years)
1123,7580,7580,6255,6255,25,GD Harpur,34,Doctor of Philosophy,Male,1,1123,China,C15,Chemistry,10642.78,Harpur Doctor of Philosophy,Masters Prepared,41684.78,31042,1,-2.528907747,1.671957514,-0.000567398,3.85,3.88,3.77,4,0,0,0,0,0,0.03,4,3.88,5
1124,3141,3141,3330,3330,28,GD Harpur,37,Doctor of Philosophy,Male,1,1124,White,C34,Mathematics,9549.89,Harpur Doctor of Philosophy,Bachelors Prepared,30333.89,20784,1,0.105184654,-0.782427319,0.190388692,4,4,3.87,3.87,4,4,0,0,0,0,6,3.96,7.4
1125,6890,6890,3330,3330,26,GD Harpur,35,Doctor of Philosophy,Female,1,1125,White,C45,Behavioral Neuroscience,7156.6,Harpur Doctor of Philosophy,Bachelors Prepared,45143.6,37987,1,-2.985346577,1.371449978,-0.44067782,3.65,3.65,3.15,3.8,3.3,3.85,0,0,0,0.02,6,3.57,7
1126,0,6890,7580,7580,28,GD Harpur,37,Doctor of Philosophy,Male,1,1126,Asia,C43,Political Science,30329.69,Harpur Doctor of Philosophy,Masters Prepared,78156.69,47827,1,-2.307021919,1.605986951,0.095257206,3.9,4,4,3.8,4,4,0,0,0,0.01,6,3.95,5.8
1127,5166,5166,5688,5688,24,GD Watson,33,Doctor of Philosophy,Male,1,1127,China,R96,Electrical Engineering,11753.79,Electrical Engineering PhD,0,35616.79,23863,1,-2.591326192,0.992730511,-0.417775813,3.5,3.7,3.23,4,0,0,0,0,0,0.1,4,3.61,4
1128,6890,6890,3330,3330,28,GD Harpur,37,Doctor of Philosophy,Male,1,1128,White,C01,Anthropology,22582.03,Harpur Doctor of Philosophy,Masters Prepared,55100.03,32518,1,-2.862137529,2.147133777,0.064914578,4,4,4,4,0,0,0,0,1,0,4,4,6.4
1129,6890,6890,3330,3330,28,GD Harpur,37,Doctor of Philosophy,Male,1,1129,Hispanic or Latino,C01,Anthropology,96155.64,Harpur Doctor of Philosophy,Bachelors Prepared,129495.64,33340,1,-2.610712016,1.782379483,0.01038538,3.57,3.43,3.66,4,4,4,0,0,0,0.12,6,3.78,8
1130,0,0,0,0,23,GD Harpur,32,Doctor of Philosophy,Male,1,1130,China,C22,Economics,57675.23,Harpur Doctor of Philosophy,Bachelors Prepared,60046.23,2371,1,-2.520887079,0.92367856,-0.414505558,3.69,3.57,3.53,3.77,3.82,0,0,0,0,0.05,5,3.67,6.4
1131,6890,6890,5688,632,22,GD Grad School,31,Doctor of Philosophy,Female,1,1131,China,H21,Materials Science and Engineer,11247.81,Graduate School PhD,0,34267.81,23020,1,-2.323420547,0.736782302,-0.399977496,3.28,3.64,4,0,0,0,0,0,0,0.36,3,3.64,4.4
1132,6890,6890,5688,632,22,GD Watson,31,Doctor of Philosophy,Female,1,1132,China,H21,Materials Science and Engineer,11247.81,Graduate School PhD,0,34267.81,23020,1,-2.323420547,0.736782302,-0.399977496,3.28,3.64,4,0,0,0,0,0,0,0.36,3,3.64,4.4
1133,6890,6890,7580,6320,23,GD Watson,32,Doctor of Philosophy,Male,1,1133,China,R98,Mechanical Engineering,11632.44,Mechanical Engineering PhD,0,40702.44,29070,1,-2.498262129,1.605844625,-0.019649585,3.7,3.57,3.9,3.93,0,0,0,0,0,0.1,4,3.77,3.4
1134,6890,6314,5688,5688,28,GD Grad School,37,Doctor of Philosophy,Female,1,1134,China,H21,Materials Science and Engineer,10354.88,Graduate School PhD,0,38695.88,28341,1,-2.791210638,1.183149928,-0.430853301,3.67,3.92,0,0,0,0,0,0,0,0.25,2,3.79,4.4
1135,6890,6890,3330,3330,24,GD Harpur,33,Doctor of Philosophy,Female,1,1135,White,C46,Cognitive Psychology,101633.59,Harpur Doctor of Philosophy,Bachelors Prepared,138261.59,36628,1,-2.596101451,1.68398742,-0.035853789,3.95,3.69,3.65,4,3.8,3.9,4,0,0,0.03,7,3.86,8
1136,0,0,3330,3330,23,GD Harpur,32,Doctor of Philosophy,Male,1,1136,White,C38,Philosophy Interpretation and,21872.97,Harpur Doctor of Philosophy,Bachelors Prepared,30218.97,8346,1,-3.198038759,2.374411755,-0.007863094,4,3.9,3.73,0,0,0,0,0,0,-0.14,3,3.88,6.4
1137,5166,5166,3330,3330,36,GD Harpur,45,Doctor of Philosophy,Male,1,1137,Unknown,C34,Mathematics,7603.29,Harpur Doctor of Philosophy,Bachelors Prepared,35725.29,28122,1,-2.997463262,2.169649707,-0.002511594,4,4,4,4,4,4,4,0,0,0,7,4,5.4
1138,6890,6890,5688,5688,25,GD Harpur,34,Doctor of Philosophy,Male,1,1138,Africa,C15,Chemistry,14234.16,Harpur Doctor of Philosophy,Bachelors Prepared,53252.16,39018,1,0.079580753,-1.554411917,-0.256456652,3.7,4,3.5,3,0,0,0,0,0,-0.26,4,3.55,6.4
1139,6890,6890,0,0,23,GD Harpur,32,Doctor of Philosophy,Male,1,1139,Europe,C22,Economics,29395.59,Harpur Doctor of Philosophy,Bachelors Prepared,55276.59,25881,1,0.105448611,-0.774468715,0.194995345,2.9,2.8,3.57,3.33,3.73,3.3,0,0,0,0.13,6,3.27,4.4
1140,6890,6890,4435,4435,29,GD Harpur,38,Doctor of Philosophy,Male,1,1140,White,C43,Political Science,48800.13,Harpur Doctor of Philosophy,Masters Prepared,84619.13,35819,1,-2.945715471,1.333663062,-0.440134567,3.8,4,4,3.57,3.9,3.7,0,0,0,-0.04,6,3.83,6.8
1141,5166,5166,5688,632,34,GD Watson,43,Doctor of Philosophy,Male,1,1141,White,R87,Industrial and Systems Enginee,6785,Industrial and Systems Eng PhD,0,24132,17347,1,-2.213277905,1.44881762,0.063303993,0,0,0,0,0,0,0,0,0,0,0,0,3
1142,0,6255,6255,765,22,GD Harpur,31,Doctor of Philosophy,Female,1,1142,China,C22,Economics,24377.15,Harpur Doctor of Philosophy,Masters Prepared,38493.15,14116,1,-2.574686214,1.783513539,0.034493913,3.7,3.77,3.67,3,3.39,3.85,0,0,0,-0.03,6,3.56,6.4
1143,6890,6890,3330,3330,22,GD Harpur,31,Doctor of Philosophy,Male,1,1143,White,C45,Behavioral Neuroscience,26809.49,Harpur Doctor of Philosophy,Bachelors Prepared,65249.49,38440,1,-2.45435126,1.730252773,0.0740129,3.16,3.62,3.53,4,3.3,3.7,0,0,0,0.06,6,3.55,7.4
1144,5166,5166,5688,5688,26,GD Watson,35,Doctor of Philosophy,Male,1,1144,Europe,R96,Electrical Engineering,11168.65,Electrical Engineering PhD,0,39826.65,28658,1,-2.330305931,0.741825082,-0.401926527,4,4,4,4,0,0,0,0,1,0,4,4,3.4
1145,0,0,0,0,29,GD Harpur,37,Doctor of Philosophy,Female,0,1145,Asia,C60,Translation Studies,81575.19,Harpur Doctor of Philosophy,Masters Prepared,81575.19,0,1,0.079580753,-1.554411917,-0.256456652,4,4,0,0,0,0,0,0,0,0,2,4,4.4
1146,5166,5166,5688,5688,26,GD Watson,35,Doctor of Philosophy,Male,1,1146,China,R93,Systems Science,18396.92,Systems Science PhD,0,44706.92,26310,1,-2.560315955,1.802798919,0.053741528,3.67,4,4,4,0,0,0,0,0,0.1,4,3.92,4.4
1147,6890,7580,7580,6255,25,GD Harpur,34,Doctor of Philosophy,Male,1,1147,Asia,C38,Philosophy Interpretation and,24112.39,Harpur Doctor of Philosophy,Bachelors Prepared,69854.39,45742,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,4,4,0,0,0,0,6,4,5.4
1148,0,0,0,0,33,GD Watson,42,Doctor of Philosophy,Male,0,1148,Black or African American,R93,Systems Science,49139.06,Systems Science PhD,0,49139.06,0,1,-2.335273482,1.673084216,0.11328367,0,0,0,0,0,0,0,0,0,0,0,0,3
1149,6890,6890,5688,5688,46,GD Harpur,55,Doctor of Philosophy,Male,1,1149,Africa,C60,Translation Studies,8989.74,Harpur Doctor of Philosophy,Bachelors Prepared,42625.74,33636,1,0.079580753,-1.554411917,-0.256456652,3.57,3.9,3.5,0,0,0,0,0,0,-0.04,3,3.66,3.4
1150,5166,5166,5688,632,29,GD Watson,38,Doctor of Philosophy,Male,1,1150,Unknown,R87,Industrial and Systems Enginee,6877.1,Industrial and Systems Eng PhD,0,25330.1,18453,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,3
1151,5166,5166,5688,5688,23,GD Harpur,32,Doctor of Philosophy,Male,1,1151,India,C12,Biological Sciences EEB,25259.3,Harpur Doctor of Philosophy,Masters Prepared,65567.3,40308,1,-2.907053223,1.296615696,-0.437524925,4,4,4,4,4,4,0,0,0,0,6,4,8.4
1152,0,4890,4890,0,50,GD Nursing,59,Doctor of Nursing Practice,Female,1,1152,White,D70,Family Nurse Practitioner,27541.05,Nursing DNP,0,46691.05,19150,1,0.108389855,-0.685787127,0.246326621,3.85,4,3.79,4,3.84,3.91,3.3,0,1,-0.06,7,3.81,3.4
1153,6890,6890,5688,5688,25,GD Harpur,34,Doctor of Philosophy,Male,1,1153,Africa,C15,Chemistry,13518.62,Harpur Doctor of Philosophy,Bachelors Prepared,41594.62,28076,1,0.079580753,-1.554411917,-0.256456652,3.7,3.88,3.7,0,0,0,0,0,0,0,3,3.76,5
1154,5166,5166,5688,5688,26,GD Watson,35,Doctor of Philosophy,Male,1,1154,Asia,R93,Systems Science,15188.67,Systems Science PhD,0,43781.67,28593,1,-1.486617429,0.712518856,0.081735763,3.2,3.57,3.23,3.43,3,0,0,0,1,-0.05,5,3.29,3.4
1155,6890,6890,5688,5688,26,GD Harpur,35,Doctor of Philosophy,Female,1,1155,Africa,C15,Chemistry,14223.77,Harpur Doctor of Philosophy,Bachelors Prepared,57035.77,42812,1,0.079580753,-1.554411917,-0.256456652,4,3.3,4,0,0,0,0,0,0,0,3,3.77,5.8
1156,2092.5,2092.5,3330,3330,47,GD Nursing,56,Doctor of Philosophy,Female,1,1156,White,D99,Nursing,9996.35,Nursing PhD,0,20841.35,10845,1,0.105222362,-0.781290376,0.191046785,4,3.3,3.9,3.82,4,0,0,0,0,0.05,5,3.8,4.4
1157,5166,5166,5688,5688,25,GD Harpur,34,Doctor of Philosophy,Female,1,1157,Europe,C33,Comparative Literature,17285.53,Harpur Doctor of Philosophy,Bachelors Prepared,41308.53,24023,1,0.102205702,-0.872245851,0.138399322,4,4,4,4,0,0,0,0,0,0,4,4,5.4
1158,6255,6255,6885,6885,24,GD Watson,31,Doctor of Philosophy,Male,1,1158,Asia,R98,Mechanical Engineering,10748.49,Mechanical Engineering PhD,0,40560.49,29812,1,0.873083884,3.508745603,-0.113416115,3.9,3.77,3.15,3.7,0,0,0,0,0,-0.12,4,3.63,3.8
1159,411,1233,432,432,23,GD Harpur,31,Doctor of Philosophy,Female,1,1159,White,C29,History,1662.72,Harpur Doctor of Philosophy,Masters Prepared,5076.72,3414,1,-2.30108258,1.584896702,0.08367677,3.9,3.9,4,3.77,3.7,0,0,0,1,-0.05,5,3.85,5
1160,0,0,2466,2466,52,GD Nursing,59,Doctor of Nursing Practice,Female,1,1160,White,D72,X Gerontological NP,27197.55,Nursing DNP,0,32129.55,4932,1,0.108144751,-0.693177259,0.242049015,0,0,0,0,0,0,0,0,0,0,0,0,1.4
1161,5435,5435,453,0,22,GD Watson,26,Doctor of Philosophy,Male,1,1161,White,R95,Electrical and Computer Engr,2375.25,Electrical Engineering PhD,0,13698.25,11323,1,0.109445686,-0.65395271,0.264753233,0,0,0,0,0,0,0,0,0,0,0,0,2
1162,7580,7580,3510,3510,21,GD Harpur,29,Doctor of Philosophy,Female,1,1162,White,C34,Mathematics,9155.54,Harpur Doctor of Philosophy,Bachelors Prepared,47415.54,38260,1,-3.011310192,2.242569074,0.031022642,3.57,3.77,3.69,4,4,4,4,4,0,0.06,8,3.88,6.4
1163,6885,6885,0,841,27,GD Watson,36,Doctor of Philosophy,Male,1,1163,Asia,R98,Mechanical Engineering,9838.65,Mechanical Engineering PhD,0,29074.65,19236,1,-1.682006508,0.119566638,-0.363966961,3.7,3.91,3.7,4,3.5,0,0,0,0,-0.03,5,3.76,6.8
1164,5688,5688,6255,0,25,GD Watson,33,Doctor of Philosophy,Male,1,1164,Asia,R98,Mechanical Engineering,33203.84,Mechanical Engineering PhD,0,50834.84,17631,1,-1.92909336,0.991927782,-0.023317843,3.57,3.6,3,4,4,0,0,0,0,0.13,5,3.63,3.8
1165,3510,3510,3699,3699,26.3,GD Harpur,35,Doctor of Philosophy,Female,1,1165,White,C23,English,5015.7,Harpur Doctor of Philosophy,Masters Prepared,21203.7,16188,1,-2.695021919,1.928858337,0.041044213,3.9,3.93,4,4,3.85,4,4,0,0,0.01,7,3.95,6
1166,4435,3330,390,390,53,GD Watson,61,Doctor of Philosophy,Male,1,1166,White,R92,Computer Science,7193.82,Computer Science PhD,0,16170.82,8977,1,0.104091114,-0.815398679,0.171303986,4,4,0,0,0,0,0,0,0,0,2,4,6
1167,7580,7580,3900,4685,24,GD Harpur,32,Doctor of Philosophy,Female,1,1167,White,C29,History,6605.52,Harpur Doctor of Philosophy,Bachelors Prepared,38288.52,31683,1,-2.98841466,2.235057181,0.038001699,3.8,3.9,3.88,4,3.77,0,0,0,0,0,5,3.87,5.4
1168,0,0,0,0,31,GD Watson,39,Doctor of Philosophy,Male,0,1168,White,R92,Computer Science,10539.3,Computer Science PhD,0,10539.3,0,1,-2.657732769,1.934928016,0.068773227,0,0,0,0,0,0,0,0,0,0,0,0,3
1169,4435,3330,3510,4685,44,GD Education,52,Doctor of Education,Female,1,1169,Black or African American,E99,Educational Theory and Practic,7432.78,Education EDD,0,28366.78,20934,1,-2.719209002,1.945925717,0.037556782,3.63,3.24,4,3.26,3.8,0,0,0,0,0.04,5,3.59,4
1170,5688,6320,6255,6255,24.3,GD Watson,33,Doctor of Philosophy,Male,1,1170,Asian,R87,Industrial and Systems Enginee,10339.94,Industrial and Systems Eng PhD,0,38994.94,28655,1,-2.056942554,1.360746353,0.106701752,3.8,3.67,3.7,4,0,0,0,0,0,0.06,4,3.79,4.6
1171,7580,5688,3510,3510,47,GD Harpur,55,Doctor of Philosophy,Male,1,1171,Hispanic or Latino,C33,Comparative Literature,77301.13,Harpur Doctor of Philosophy,Masters Prepared,105091.13,27790,1,-2.00890493,1.329783052,0.114048904,3.85,3.42,4,3.69,0,0,0,0,0,0.01,4,3.74,4.4
1172,7580,7580,4290,4685,22,GD Harpur,30,Doctor of Philosophy,Female,1,1172,White,C47,Clinical Psychology,15772.86,Harpur Doctor of Philosophy,Bachelors Prepared,49486.86,33714,1,-3.111078973,2.428706781,0.0746879,3.8,3.59,4,4,4,3.88,4,0,0,0.04,7,3.9,5.8
1173,7580,7580,4685,3510,27,GD Harpur,35,Doctor of Philosophy,Female,1,1173,White,C47,Clinical Psychology,16170.88,Harpur Doctor of Philosophy,Bachelors Prepared,46512.88,30342,1,-2.970975768,2.091792296,-0.029368761,4,3.87,3.91,3.72,4,3.85,4,3.87,0,0,8,3.9,4.8
1174,5688,5688,3510,3510,29,GD Harpur,37,Doctor of Philosophy,Female,1,1174,White,C23,English,23329.63,Harpur Doctor of Philosophy,Masters Prepared,41725.63,18396,1,-1.956299782,1.299135707,0.128447771,0,0,0,0,0,0,0,0,0,0,0,0,2.4
1175,5688,5688,6255,695,25.3,GD Watson,34,Doctor of Philosophy,Male,1,1175,Asia,R87,Industrial and Systems Enginee,13526.42,Industrial and Systems Eng PhD,0,34223.42,20697,1,-1.774089766,1.067074239,0.111525608,3.9,3.9,3.85,0,0,0,0,0,0,-0.03,3,3.88,4
1176,5436,5436,0,0,24,GD Nursing,30,Doctor of Nursing Practice,Female,1,1176,White,D70,Family Nurse Practitioner,18006.8,Nursing DNP,0,28878.8,10872,1,0.103035283,-0.847233096,0.152877374,0,0,0,0,0,0,0,0,0,0,0,0,2.4
1177,4435,4435,4685,3510,25,GD Management,33,Doctor of Philosophy,Female,1,1177,White,B99,Management PHD,4389.93,Management PhD,0,26427.93,22038,1,0.115686833,-1.009065514,8.882430604,4,4,4,4,0,0,0,0,0,0,4,4,3.4
1178,5688,5688,3510,3510,26,GD Harpur,34,Doctor of Philosophy,Male,1,1178,White,C33,Comparative Literature,10813.47,Harpur Doctor of Philosophy,Masters Prepared,38377.47,27564,1,-2.540857711,1.859000472,0.09236912,4,3.85,4,4,0,0,0,0,0,0.01,4,3.96,7
1179,4435,4435,4685,3900,23,GD Harpur,31,Doctor of Philosophy,Female,1,1179,Unknown,C47,Clinical Psychology,34788.23,Harpur Doctor of Philosophy,Bachelors Prepared,68323.23,33535,1,-2.689187446,1.983896732,0.075905376,3.71,3.83,3.82,3.78,4,3.65,4,4,0,0.03,8,3.85,5.8
1180,7580,7580,6255,695,24,GD Grad School,32,Doctor of Philosophy,Female,1,1180,China,H21,Materials Science and Engineer,19725.91,Graduate School PhD,0,45047.91,25322,1,-2.573932049,1.806252408,0.047655779,4,4,0,0,0,0,0,0,0,0,2,4,3.4
1181,7580,7580,3510,3900,22,GD Harpur,30,Doctor of Philosophy,Male,1,1181,White,C46,Cognitive Psychology,20674.4,Harpur Doctor of Philosophy,Bachelors Prepared,55868.4,35194,1,-2.513951342,1.716165628,0.03107963,3.48,3.52,3.83,3.88,3.9,0,0,0,1,0.12,5,3.72,4.8
1182,7580,7580,6255,6255,28,GD Harpur,36,Doctor of Philosophy,Male,1,1182,Europe,C01,Anthropology,13031.04,Harpur Doctor of Philosophy,Bachelors Prepared,53733.04,40702,1,0.079580753,-1.554411917,-0.256456652,3.9,4,3.93,4,4,4,0,0,0,0.02,6,3.97,5.4
1183,4435,4435,3510,3510,23,GD Harpur,31,Doctor of Philosophy,Female,1,1183,Unknown,C13,Biological Sciences,28309.85,Harpur Doctor of Philosophy,Bachelors Prepared,54726.85,26417,1,-2.641899605,1.957074266,0.089689603,4,4,3.69,4,4,0,0,0,1,0,5,3.94,6.4
1184,7580,7580,4685,4685,24,GD Harpur,32,Doctor of Philosophy,Female,1,1184,White,C43,Political Science,8737.85,Harpur Doctor of Philosophy,Bachelors Prepared,43671.85,34934,1,-3.071099023,2.352940793,0.055287194,3.8,4,4,4,3.9,4,0,0,0,0.02,6,3.95,6.4
1185,7580,7580,4290,4685,26,GD Harpur,34,Doctor of Philosophy,Female,1,1185,White,C47,Clinical Psychology,92178.36,Harpur Doctor of Philosophy,Bachelors Prepared,125892.36,33714,1,-3.440826376,2.714583335,0.038269022,4,3.91,4,4,4,4,0,0,0,0.01,6,3.99,5.8
1186,6320,6320,7645,6950,25,GD Harpur,33,Doctor of Philosophy,Male,1,1186,China,C29,History,23433.94,Harpur Doctor of Philosophy,0,55730.94,32297,1,-2.490247091,0.894597389,-0.412541007,3.85,3.88,3.76,4,0,0,0,0,0,0.03,4,3.87,7.8
1187,925,925,925,925,26,GD Watson,31,Doctor of Philosophy,Male,1,1187,Asia,R92,Computer Science,9218.38,Computer Science PhD,0,16694.38,7476,1,0.1067684,-0.734675695,0.21802861,3.67,4,3.85,3.7,0,0,0,0,0,-0.01,4,3.8,4.8
1188,7580,7580,3510,3510,21,GD Harpur,29,Doctor of Philosophy,Male,1,1188,White,C34,Mathematics,13149.18,Harpur Doctor of Philosophy,Bachelors Prepared,50503.18,37354,1,-2.991188593,2.273139037,0.059818356,3.43,3.57,4,4,4,4,4,4,0,0.07,8,3.88,6.4
1189,4435,4435,4290,4685,24,GD Harpur,32,Doctor of Philosophy,Male,1,1189,White,C47,Clinical Psychology,6386.59,Harpur Doctor of Philosophy,Bachelors Prepared,33810.59,27424,1,-3.020327967,2.306218021,0.06018066,3.91,4,4,4,4,3.88,0,0,0,0,6,3.97,5.4
1190,5688,5688,3510,3510,24,GD Harpur,32,Doctor of Philosophy,Male,1,1190,Hispanic or Latino,C23,English,92272.33,Harpur Doctor of Philosophy,Bachelors Prepared,110668.33,18396,1,-2.687755576,1.987844761,0.078391114,4,4,3.85,4,0,0,0,0,0,-0.02,4,3.96,4.4
1191,6634,5688,6255,6255,30,GD Harpur,38,Doctor of Philosophy,Female,1,1191,Africa,C33,Comparative Literature,26296.3,Harpur Doctor of Philosophy,Bachelors Prepared,57115.3,30819,1,0.079580753,-1.554411917,-0.256456652,3.87,4,3.87,4,0,0,0,0,0,0.03,4,3.93,6.4
1192,7580,7580,3510,3510,23,GD Harpur,31,Doctor of Philosophy,Female,1,1192,White,C45,Behavioral Neuroscience,5542.69,Harpur Doctor of Philosophy,Bachelors Prepared,37343.69,31801,1,-3.122216963,2.217807568,-0.050014277,2.85,3.48,3.85,3.83,3.7,4,0,0,0,0.18,6,3.62,5
1193,7580,7580,6255,6255,23,GD Harpur,31,Doctor of Philosophy,Male,1,1193,Europe,C46,Cognitive Psychology,14121.97,Harpur Doctor of Philosophy,Bachelors Prepared,58168.97,44047,1,-3.159006811,2.47545703,0.072237894,4,3.91,3.57,3.93,4,4,0,0,0,0.02,6,3.9,4.4
1194,9175,9175,10095,7569,26,GD Management,32,Doctor of Philosophy,Male,1,1194,China,B99,Management PHD,11799.32,Management PhD,0,53363.32,41564,1,-2.545215183,1.719187121,0.016057572,3.9,3.9,3.9,4,0,0,0,0,0,0.03,4,3.92,4.4
1195,0,7580,3900,4685,22,GD Harpur,30,Doctor of Philosophy,Female,1,1195,White,C29,History,15014.82,Harpur Doctor of Philosophy,Bachelors Prepared,40473.82,25459,1,-2.83785501,2.139012594,0.074143405,3.9,3.9,4,4,3.87,3.94,0,0,0,0,6,3.93,7.4
1196,7580,7580,4290,4685,27,GD Harpur,35,Doctor of Philosophy,Male,1,1196,White,C47,Clinical Psychology,69807.3,Harpur Doctor of Philosophy,Bachelors Prepared,106977.3,37170,1,-3.273901061,2.580314666,0.060971865,3.6,3.5,4,3.88,4,3.82,4,0,0,0.07,7,3.83,5.8
1197,5166,5688,5688,695,28.3,GD Watson,37,Doctor of Philosophy,Male,1,1197,China,R98,Mechanical Engineering,15666.1,Mechanical Engineering PhD,0,35128.1,19462,1,-2.234472188,1.561348011,0.112858877,4,3.9,3.87,0,0,0,0,0,0,-0.07,3,3.92,3.6
1198,7580,7580,4290,4685,24,GD Harpur,32,Doctor of Philosophy,Male,1,1198,White,C47,Clinical Psychology,26801.77,Harpur Doctor of Philosophy,Bachelors Prepared,58745.77,31944,1,-3.085920738,2.359267913,0.050664267,3.83,3.67,3.89,3.84,3.75,3.24,4,4,0,0.01,8,3.78,7
1199,7580,7580,3510,3510,26,GD Harpur,34,Doctor of Philosophy,Female,1,1199,Hispanic or Latino,C13,Biological Sciences,28513.06,Harpur Doctor of Philosophy,Masters Prepared,56573.06,28060,1,-2.159957375,1.33133946,0.026205566,4,3.67,3.87,3.85,4,0,0,0,0,0.02,5,3.88,4.4
1200,4435,4435,3744,4685,23,GD Harpur,31,Doctor of Philosophy,Female,1,1200,Unknown,C47,Clinical Psychology,8247.03,Harpur Doctor of Philosophy,Bachelors Prepared,38581.03,30334,1,-2.707251027,1.931702537,0.037208233,3.74,3.56,3.69,4,4,3.72,4,0,0,0.05,7,3.82,5.8
1201,7580,7580,6255,6255,23,GD Watson,31,Doctor of Philosophy,Male,1,1201,China,R98,Mechanical Engineering,17417.22,Mechanical Engineering PhD,0,62389.22,44972,1,-2.545713816,1.791874241,0.055890965,3.67,3.5,3.7,3.75,4,0,0,0,0,0.09,5,3.72,5
1202,4935,4935,3888,3888,34,GD Harpur,40,Doctor of Philosophy,Male,1,1202,White,C15,Chemistry,4581.17,Harpur Doctor of Philosophy,Bachelors Prepared,24945.17,20364,1,-1.276671977,0.420729009,0.042383222,2.94,3.85,3.85,0,0,0,0,0,0,0.45,3,3.55,4.4
1203,7580,7580,6255,695,22,GD Harpur,30,Doctor of Philosophy,Male,1,1203,China,C15,Chemistry,9191.02,Harpur Doctor of Philosophy,Bachelors Prepared,35438.02,26247,1,-2.846742106,1.239192904,-0.431529433,4,3.9,3.7,0,0,0,0,0,0,-0.15,3,3.87,4
1204,7580,7580,6255,6255,22,GD Harpur,30,Doctor of Philosophy,Female,1,1204,China,C15,Chemistry,13241.13,Harpur Doctor of Philosophy,Bachelors Prepared,52093.13,38852,1,-2.472113884,1.816101436,0.112965986,3.15,3.58,3.65,3.7,4,0,0,0,0,0.18,5,3.62,5
1205,7580,7580,8340,8340,25,GD Harpur,33,Doctor of Philosophy,Female,1,1205,Europe,C43,Political Science,12126.5,Harpur Doctor of Philosophy,Bachelors Prepared,63558.5,51432,1,0.098359461,-0.988214082,0.071273806,4,3.9,4,4,4,4,0,0,0,0.01,6,3.98,4.4
1206,7580,7580,8340,8340,22,GD Harpur,30,Doctor of Philosophy,Female,1,1206,China,C22,Economics,19064.64,Harpur Doctor of Philosophy,Bachelors Prepared,68206.64,49142,1,-2.822168594,2.079127259,0.050756058,3.7,4,4,4,3.69,4,0,0,0,0.02,6,3.9,5.4
1207,6885,6885,841,841,22,GD Watson,30,Doctor of Philosophy,Female,1,1207,China,R92,Computer Science,12355.28,Computer Science PhD,0,33357.28,21002,1,-2.165246412,1.453689765,0.093595077,4,3.9,4,4,0,0,0,0,0,0.01,4,3.98,7
1208,5688,5688,6255,6255,25,GD Watson,33,Doctor of Philosophy,Female,1,1208,China,R87,Industrial and Systems Enginee,9903.34,Industrial and Systems Eng PhD,0,37926.34,28023,1,-2.836301931,1.22770355,-0.432334915,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,4
1209,7580,7580,8340,8340,24,GD Harpur,32,Doctor of Philosophy,Female,1,1209,China,C22,Economics,13335.74,Harpur Doctor of Philosophy,Masters Prepared,62477.74,49142,1,0.106806108,-0.733538751,0.218686703,3.48,3.9,3.8,3.9,3.76,4,0,0,0,0.07,6,3.81,4.4
1210,4435,4435,4290,4685,22,GD Harpur,30,Doctor of Philosophy,Female,1,1210,White,C47,Clinical Psychology,7561.35,Harpur Doctor of Philosophy,Bachelors Prepared,34985.35,27424,1,-2.81665301,2.067962129,0.048585397,3.83,3.43,3.89,3.92,4,3.24,0,0,0,-0.03,6,3.72,5.8
1211,5688,5688,6255,6255,26,GD Watson,34,Doctor of Philosophy,Male,1,1211,China,R96,Electrical Engineering,15045.11,Electrical Engineering PhD,0,42143.11,27098,1,-2.52265926,1.735433061,0.038802016,4,4,4,4,0,0,0,0,0,0,4,4,4
1212,0,0,4685,3510,33,GD Harpur,41,Doctor of Philosophy,Male,1,1212,White,C29,History,75847.1,Harpur Doctor of Philosophy,Masters Prepared,92061.1,16214,1,-2.721638473,1.919148796,0.01983054,4,3.7,3.8,4,3.88,3.7,0,0,0,-0.02,6,3.85,5.8
1213,3510,3510,411,411,26,GD Harpur,34,Doctor of Philosophy,Female,1,1213,White,C26,Geology,4140.99,Harpur Doctor of Philosophy,Masters Prepared,12846.99,8706,1,-2.448218998,1.741726945,0.085321872,3.9,4,0,0,0,0,0,0,0,0.1,2,3.95,4.4
1214,7580,7580,8340,6255,25,GD Harpur,33,Doctor of Philosophy,Female,1,1214,White,C52,Sociology,20407.41,Harpur Doctor of Philosophy,Bachelors Prepared,57812.41,37405,1,-2.872671853,2.122628789,0.045649183,4,3.9,4,0,0,0,0,0,0,0,3,3.97,7.4
1215,6885,6885,841,841,22,GD Watson,30,Doctor of Philosophy,Female,1,1215,China,R91,Biomedical Engineering,10456.5,Bioengineering PhD,0,29608.5,19152,1,-2.457941762,1.57956695,-0.010605645,3.58,4,3.85,0,0,0,0,0,0,0.13,3,3.81,5.8
